Name,Latitude,Longitude,Purpose,River,Nearest City,District,Elevation,Type,Length (m),Max Height above Foundation (m),Slope(%),Seismic_Zone,SoilType_Main,SoilType_Secondary,NearestRiver,RiverDistance(km),RiverFlowRate(m/day),Rainfall_2020,Rainfall_2021,Rainfall_2022,Rainfall_2023,Rainfall_2024,Rainfall_5yr_Avg,MonsoonIntensityAvg(mm/wet_day),Jan NDVI,Feb NDVI,Mar NDVI,Apr NDVI,May NDVI,Jun NDVI,Jul NDVI,Aug NDVI,Sep NDVI,Oct NDVI,Nov NDVI,Dec NDVI
Khedoi Dam,23.0544,69.9108,Irrigation,Demi,Anjar,Kachchh,73.0,Earthen / Gravity & Masonry,5640.03,11.5,2.7027,5,Vertisols,Luvisols,"Indus, River",255.5484,0.0,767.4,751.2,905.9,679.4,977.1,816.2,22.44,74.5,66.5,66.5,59.0,71.0,61.0,70.0,81.0,122.0,92.0,107.0,86.0
Khengar Sagar Dam,23.0219,69.7241,Irrigation,Bhukhi,Mundra,Kachchh,93.0,Earthen,747.0,17.65,4.5045,5,Vertisols,Leptosols,"Indus, River",242.3834,0.0,869.2,794.0,875.3,778.2,1006.3,864.6,20.86,59.5,51.0,51.5,54.5,55.5,53.5,50.0,64.5,122.0,81.5,62.0,76.0
Khilawad M.I. Dam,20.9436,71.0136,Irrigation,Jambudi,Una,Junagadh,78.0,Earthen,998.0,13.75,2.7027,3,Vertisols,Cambisols,"Tapi, River",191.5319,0.0001,1194.2,1253.8,856.0,875.7,1365.3,1109.0,15.67,102.5,89.0,75.0,84.0,85.5,70.5,30.5,83.5,83.5,110.0,94.0,78.0
Khodapipar Dam,22.5541,70.6102,Irrigation,Khedoi,Padadhari,Rajkot,53.0,Earthen,650.0,13.28,3.6036,4,Unknown,Unknown,"Mahi, River",253.8182,0.0,1355.2,963.3,959.8,744.2,1204.0,1045.3,22.1,80.5,71.5,61.0,54.0,57.5,48.5,47.0,82.0,59.0,89.0,78.0,65.0
Khodasar Dam,23.3311,70.6738,Irrigation,Khari River,Rapar,Kachchh,41.0,Earthen,797.29,21.09,0.0,5,Vertisols,Luvisols,"Mahi, River",265.338,0.0,724.3,838.2,760.1,652.3,808.7,756.72,17.56,78.5,72.0,65.0,63.5,60.0,55.5,60.5,64.5,94.5,102.5,91.0,86.0
Khodiyar Dam,21.7224,72.005,Irrigation,Shetrunji,Sihor,Bhavnagar,35.0,Earthen,500.0,29.26,2.7027,3,Vertisols,Cambisols,"Tapi, River",100.4211,0.0001,1109.7,1120.4,816.8,712.9,1497.1,1051.38,17.57,85.5,86.5,71.0,69.5,87.0,97.5,49.5,95.0,47.5,109.5,90.0,80.0
Khokhala Dam,23.6069,72.0905,Irrigation,Local,Chanasma,Patan,49.0,Earthen,2640.0,15.0,1.8018,4,Cambisols,Vertisols,"Mahi, River",164.1904,0.0,1222.7,735.3,989.0,904.3,862.0,942.66,18.5,103.0,102.5,79.0,75.0,67.5,58.0,70.0,87.0,98.0,88.5,84.0,103.0
Khokhra Dam,23.2208,69.9844,,,Anjar,Kachchh,83.0,,,,0.0,5,Luvisols,Vertisols,"Indus, River",251.654,0.0001,631.5,601.0,859.1,621.9,899.3,722.56,21.62,103.5,101.0,81.0,76.0,81.0,68.0,54.0,91.0,90.0,104.0,99.0,107.0
Khorana Dam,22.4338,70.8524,Irrigation,Demi,Rajkot,Rajkot,121.0,Earthen,1342.0,12.5,0.9009,3,Vertisols,Cambisols,"Mahi, River",228.7388,0.0,1091.6,895.5,931.7,612.1,1453.5,996.88,20.79,96.0,85.0,63.0,52.0,59.5,42.5,30.5,89.5,30.0,99.5,84.0,89.0
Kojan Dam,23.5966,72.963,Irrigation,Kajan,Himatnagar,Sabar Kantha,145.0,Earthen,3700.0,21.0,3.6036,3,Cambisols,Vertisols,"Mahi, River",93.176,0.0002,1199.2,907.6,1113.7,1201.7,1135.7,1111.58,17.54,54.5,54.0,59.5,51.0,66.0,68.0,35.0,53.0,44.0,60.5,56.0,75.0
Koriyani Dam,23.7125,68.6602,Irrigation,Local River,Lakhpat,Kachchh,15.0,Earthen,1150.0,13.4,0.0,5,Cambisols,Arenosols,"Indus, River",109.7378,0.0,471.3,289.9,684.8,422.1,537.1,481.04,19.32,73.0,76.5,74.5,68.5,84.5,63.5,59.0,56.0,91.0,96.0,90.0,90.0
Kotadia Dam,22.0747,69.6905,Irrigation,Sorti Nadi,Khambhaliya,Jamnagar,79.0,Earthen,121.0,12.5,0.9009,4,Vertisols,Luvisols,"Indus, River",316.5117,0.0,1356.6,1201.6,762.8,925.8,1427.8,1134.92,22.6,105.0,98.0,62.5,60.5,55.0,35.5,43.5,80.0,40.0,110.0,61.0,70.0
Kothariya Dam,22.2355,70.8213,Irrigation,T/Aji,Morbi,Rajkot,143.0,Earthen,,11.0,0.9009,3,Vertisols,Cambisols,"Mahi, River",233.2431,0.0,1004.7,898.1,799.5,698.6,1358.9,951.96,18.76,73.0,50.5,45.0,39.0,47.5,46.0,56.0,52.5,22.0,55.0,60.0,71.0
Kotia Dam,21.3536,72.0219,Irrigation,Koliyar,Talaja,Bhavnagar,14.0,Earthen,854.0,19.0,1.8018,3,Vertisols,Cambisols,"Tapi, River",84.621,0.0001,946.6,1380.5,789.4,951.4,1372.2,1088.02,15.73,104.5,98.0,86.0,87.0,81.0,82.0,84.0,72.0,42.0,109.0,103.0,76.0
Koya Dam,22.953,73.3325,Irrigation,Vahela,Vadasinor,Kheda,103.0,Earthen,175.0,18.68,1.8018,3,Vertisols,Cambisols,"Mahi, River",60.1493,0.0002,1022.7,1077.5,946.4,1231.8,1442.7,1144.22,17.04,74.0,71.0,69.0,59.5,75.5,81.5,50.5,83.0,73.0,103.0,84.0,78.0
Krushnagadh Dam,21.6191,71.3786,Irrigation,Local Stream,Kundla,Amreli,104.0,Earthen,735.0,15.5,0.9009,3,Vertisols,Cambisols,"Tapi, River",155.8729,0.0001,1128.7,985.6,748.2,682.1,1352.6,979.44,16.74,93.5,83.5,72.0,63.0,63.5,56.5,54.0,97.5,50.5,127.5,120.0,102.0
Kuapadhar Dam,23.2608,68.8269,Irrigation,Local Stream,Abdasa,Kachchh,24.0,Earthen,975.0,20.0,0.9009,5,Arenosols,Cambisols,"Indus, River",157.9136,0.0,855.0,574.2,681.2,709.1,973.4,758.58,21.84,78.0,77.5,70.5,61.5,68.5,52.0,33.0,61.0,65.5,96.0,86.0,90.0
Kunaria Dam,23.4002,69.7258,Irrigation,Bhuj,Bhuj,Kachchh,37.0,Earthen,828.0,17.1,1.8018,5,Luvisols,Cambisols,"Indus, River",218.6526,0.0001,605.5,561.3,682.3,547.0,787.4,636.7,19.43,91.0,88.5,73.5,63.5,63.5,65.0,48.5,68.5,82.0,99.0,81.0,88.0
Kundol Dam,23.6511,73.4322,Irrigation,Kundolvaga,Vijayanagar Mahal,Sabar Kantha,214.0,Earthen,320.0,11.0,0.9009,3,Luvisols,Vertisols,"Mahi, River",56.6676,0.0002,917.6,1202.8,936.2,1236.7,1205.7,1099.8,15.64,121.0,105.0,86.0,74.0,91.0,117.0,93.0,91.0,45.0,1.5,108.0,92.0
Kuntala Dam,20.54,73.1791,Irrigation,Malan,Dharampur,Valsad,73.0,Earthen,648.0,22.0,1.8018,3,Vertisols,Solonchaks,"Tapi, River",83.5426,0.0005,1625.2,2121.4,1882.3,1232.0,1874.8,1747.14,16.77,1.0,109.5,89.0,81.0,87.0,97.0,42.0,29.5,122.0,1.5,86.0,90.0
Kuvadwa Dam,22.3647,70.9461,Irrigation,T/Machhu,Rajkot,Rajkot,159.0,Earthen,534.0,16.0,0.0,3,Vertisols,Cambisols,"Mahi, River",219.3344,0.0,1047.0,964.4,995.1,651.4,1451.7,1021.92,19.4,86.0,79.0,80.0,61.0,72.5,79.0,86.0,84.0,34.5,97.0,71.0,75.0
Lachhadi Dam,21.0547,70.4175,Irrigation,Devaka,Maliya Hatina,Junagadh,82.0,Earthen,85.0,16.3,0.9009,3,Vertisols,Luvisols,"Tapi, River",251.1856,0.0001,1574.1,1149.4,1052.1,1087.3,1639.7,1300.52,16.1,108.0,76.0,77.0,95.5,80.0,50.5,89.0,121.0,115.5,115.0,95.0,91.0
Ladoi Dam,22.208,70.3808,Irrigation,Local Stream,Kalavad,Jamnagar,94.0,Earthen,1765.0,13.0,0.9009,4,Vertisols,Cambisols,"Tapi, River",274.6615,0.0001,1231.2,931.7,936.3,703.7,1260.1,1012.6,20.12,74.5,73.0,64.0,54.5,61.0,47.5,46.5,57.0,71.0,87.5,75.0,82.0
Lafni Dam,22.313,73.68,Irrigation,Kotar,Jambughoda,Panch Mahals,94.0,Earthen,236.0,14.83,0.9009,3,Vertisols,Cambisols,"Narmada, River",43.1304,0.0001,1134.7,1188.6,1131.5,1087.9,1555.8,1219.7,15.27,108.0,106.5,91.5,84.0,78.0,39.0,102.0,28.0,30.5,11.0,128.0,90.0
Lakhanka Dam,21.6963,72.1336,Irrigation,Maleshri,Bhavnagar,Bhavnagar,39.0,Earthen,1628.89,19.84,2.7027,3,Vertisols,Cambisols,"Tapi, River",87.6969,0.0001,1058.0,1344.3,908.5,710.9,1457.7,1095.88,16.74,78.5,72.0,71.0,65.5,63.0,70.0,52.5,41.5,26.5,91.0,80.0,72.0
Lakhapadar Dam,21.3025,71.1813,Irrigation,Shell,Dhari Mahal,Amreli,190.0,Earthen,1285.67,24.14,1.8018,3,Vertisols,Cambisols,"Tapi, River",171.0226,0.0001,1015.3,1055.1,612.8,663.9,1139.6,897.34,15.69,87.0,80.0,66.5,69.5,69.5,62.5,73.5,63.5,50.0,102.5,82.0,63.0
Lakhia Dam,24.0286,73.0433,Irrigation,Wangha,Khed Brahma,Sabar Kantha,209.0,Earthen,173.0,17.5,0.0,3,Vertisols,Cambisols,"Som Kahmla, River",94.9295,-0.0002,888.5,964.6,1144.3,1107.3,1113.5,1043.64,15.49,102.5,94.0,65.0,60.5,60.5,57.0,71.0,107.0,106.0,105.5,84.0,80.0
Lakhigam Dam,21.6897,72.5522,Irrigation,DhankiKhadi,Mandvi,Surat,7.0,Earthen,662.0,17.9,0.0,3,Vertisols,Arenosols,"Tapi, River",56.9603,0.0001,773.5,958.4,837.7,701.3,1441.8,942.54,15.68,90.0,73.5,66.5,61.0,72.0,82.5,80.5,61.5,78.0,99.0,94.0,57.0
Lalaka Dam,21.9997,71.315,Irrigation,Kotar,Babra,Amreli,190.0,Earthen,500.0,16.0,0.0,3,Vertisols,Luvisols,"Tapi, River",177.5906,0.0001,978.0,890.2,638.2,581.3,1348.6,887.26,16.73,83.0,74.0,62.5,62.5,73.0,68.0,62.0,74.0,122.0,100.0,75.0,79.0
Laloi Dam,22.2266,70.2347,Irrigation,Fulzer,Kalavad,Jamnagar,117.0,Earthen,80.0,13.0,1.8018,4,Vertisols,Cambisols,"Tapi, River",289.3803,0.0001,1167.1,856.3,838.7,656.5,1324.2,968.56,22.27,92.5,80.0,61.0,50.0,56.5,40.0,64.0,67.5,88.0,100.0,74.0,81.0
Lalpari Dam,22.3102,70.8483,Irrigation,Lalpari,Rajkot,Rajkot,133.0,Earthen,734.0,18.0,0.9009,3,Vertisols,Cambisols,"Mahi, River",229.7355,0.0,1001.9,932.3,944.9,680.3,1371.5,986.18,18.79,64.5,60.5,51.5,53.0,57.5,59.0,40.0,67.5,28.0,63.0,58.0,60.0
Lank Dam,23.1483,73.2469,Irrigation,Ghelo,Bayad,Sabar Kantha,108.0,Earthen,72.0,10.0,1.8018,3,Vertisols,Cambisols,"Mahi, River",58.8117,0.0002,971.0,1263.6,844.6,1352.0,1288.5,1143.94,17.2,119.0,122.0,102.5,89.0,104.5,101.0,48.5,86.0,51.5,3.5,113.0,94.0
Ler Dam,23.1922,69.7588,Irrigation,Pat,Bhuj,Kachchh,134.0,Earthen,366.0,15.0,0.0,5,Luvisols,Vertisols,"Indus, River",234.0516,0.0,697.8,633.0,736.4,698.4,838.3,720.78,20.93,75.5,69.0,69.0,69.0,73.5,67.5,52.0,79.0,77.5,89.5,83.0,92.0
Likhala Dam,21.2636,71.4491,Irrigation,Dhamni,Kundla,Amreli,163.0,Earthen,1636.8,23.63,0.9009,3,Vertisols,Cambisols,"Tapi, River",143.1961,0.0001,954.6,1135.6,776.3,869.1,1169.4,981.0,15.03,113.0,96.0,59.0,56.0,58.5,57.5,69.5,64.0,88.5,98.0,71.0,69.0
LilparII Dam,23.2341,70.0211,Irrigation,Narelawali Nadi,Rapar,Kachchh,74.0,Earthen,368.0,21.36,0.0,5,Vertisols,Arenosols,"Indus, River",254.0092,0.0001,631.5,601.0,859.1,621.9,899.3,722.56,21.62,88.0,93.0,76.5,70.5,70.5,58.0,26.5,71.5,81.0,108.0,88.0,91.0
LilpurI Dam,23.2341,70.0211,Irrigation,Lilpur,Rapar,Kachchh,74.0,Earthen,472.0,16.78,0.0,5,Vertisols,Arenosols,"Indus, River",254.0092,0.0001,631.5,601.0,859.1,621.9,899.3,722.56,21.62,88.0,93.0,76.5,70.5,70.5,58.0,26.5,71.5,81.0,108.0,88.0,91.0
Limbali Dam,21.9861,71.4597,Irrigation,Ghelo,Gadhada,Bhavnagar,131.0,Earthen,3150.6,22.6,0.9009,3,Vertisols,Cambisols,"Tapi, River",163.7876,0.0001,1003.9,990.9,663.4,652.7,1332.4,928.66,16.8,104.5,90.0,76.0,79.0,71.0,67.0,87.0,99.5,48.0,103.5,94.0,88.0
Limdi Bhogavo I (Thorali) Dam,22.4616,71.4561,Irrigation,Bhogavo,Sayla,Surendranagar,122.0,Earthen / Gravity & Masonry,2744.0,42.68,0.9009,3,Vertisols,Cambisols,"Mahi, River",166.6878,0.0,1075.6,959.7,865.0,616.4,1405.0,984.34,20.83,127.5,23.0,16.0,39.5,27.5,18.0,22.0,35.0,13.5,39.5,57.0,52.0
Limdi Doli Dam,23.1905,73.8961,Irrigation,Kotar,Santrampur,Panch Mahals,141.0,Earthen,599.0,19.0,0.9009,3,Vertisols,Cambisols,"Mahi, River",13.0824,0.0002,943.5,1328.7,936.5,1328.3,1398.2,1187.04,15.98,93.0,89.5,67.5,71.0,81.0,74.0,62.5,48.5,107.5,115.5,94.0,75.0
LimdiBhogavo II Dam,22.713,71.6694,Irrigation,,Wadhwan,Surendranagar,59.0,Gravity & Masonry,8806.0,19.87,0.0,3,Vertisols,Luvisols,"Mahi, River",147.7047,0.0,1169.1,1004.0,870.4,687.9,1248.8,996.04,20.54,53.5,58.5,54.5,59.5,51.5,45.5,50.0,15.5,22.0,60.0,61.0,60.0
Limla Dam,23.4022,72.8519,Irrigation,Khari,Prantij,Sabar Kantha,101.0,Earthen,427.0,15.0,0.0,3,Vertisols,Cambisols,"Mahi, River",98.438,0.0002,1117.0,1016.5,1027.5,1268.4,1280.9,1142.06,18.23,97.5,93.5,85.0,87.0,112.0,111.0,48.0,30.0,58.0,99.0,99.0,77.0
Lodrani Dam,23.8894,70.6258,Irrigation,Lodrani,Rapar,Kachchh,23.0,Earthen,975.0,30.6,1.8018,5,Vertisols,Cambisols,"Indus, River",267.1536,-0.0003,581.6,440.3,681.0,699.8,488.1,578.16,19.26,70.0,69.5,63.0,56.5,60.5,53.0,45.5,54.0,61.5,82.0,74.0,72.0
Loriya Dam,23.4236,69.6794,Irrigation,Local Stream,Bhuj,Kachchh,15.0,Earthen,813.0,13.9,0.0,5,Cambisols,Luvisols,"Indus, River",213.2609,0.0001,667.1,479.8,681.5,561.4,779.5,633.86,20.71,91.0,90.5,79.0,67.5,63.0,52.5,41.0,53.5,65.5,89.5,80.0,89.0
Lotiya Dam,23.2416,69.6666,Irrigation,Nihwara,Bhuj,Kachchh,106.0,Earthen,640.0,14.36,0.9009,5,Vertisols,Luvisols,"Indus, River",223.1715,0.0,768.6,576.4,673.5,674.4,755.3,689.64,20.89,57.0,50.0,50.5,54.5,54.5,55.0,47.0,48.5,25.0,53.5,53.0,65.0
Ludva Dam,23.1005,69.4088,Irrigation,Mandvi,Mandvi,Kachchh,143.0,Earthen,980.0,14.7,1.8018,5,Arenosols,Vertisols,"Indus, River",212.0426,0.0,919.1,703.5,767.7,822.4,1027.8,848.1,19.48,90.0,76.0,67.5,62.0,62.0,61.0,25.5,55.0,31.5,95.0,81.0,90.0
Machhaliwad Dam,22.1813,70.2994,Irrigation,Local Stream,Kalavad,Jamnagar,131.0,Earthen,962.0,16.0,0.9009,4,Vertisols,Cambisols,"Tapi, River",281.3411,0.0001,1218.9,892.8,873.1,652.4,1239.1,975.26,20.28,92.5,90.5,71.0,59.5,61.0,43.0,58.0,45.5,90.0,112.5,100.0,93.0
Machhanala Dam,23.0422,74.1625,Irrigation,Machhan,Jhalod,dahod,259.0,Earthen,2100.0,25.44,0.0,3,Unknown,Unknown,"Unknown, Lake",40.9932,-0.0004,992.5,1216.0,804.2,1077.1,1272.5,1072.46,15.35,46.5,80.5,47.0,69.0,101.0,44.5,28.5,25.5,54.5,67.0,71.0,30.0
Machhu I Dam,22.4672,70.9705,Irrigation,Machhu,Wankaner,Rajkot,132.0,Earthen / Gravity & Masonry,1441.0,27.43,9.9099,3,Unknown,Unknown,"Mahi, River",216.5894,0.0,1088.9,968.8,865.5,587.1,1514.5,1004.96,21.76,69.5,61.0,51.5,56.5,52.0,78.0,28.0,74.0,11.0,87.5,73.0,75.0
Machhu II Dam,22.7588,70.8625,Irrigation,Machhu,Morbi,Rajkot,57.0,Earthen / Gravity & Masonry,4930.0,22.56,1.8018,4,Unknown,Unknown,"Mahi, River",230.1237,0.0,1400.4,993.0,882.1,656.6,1097.1,1005.84,21.72,66.0,56.0,45.0,53.0,64.0,50.5,25.0,48.5,18.0,84.0,67.0,54.0
Machhu III Dam,22.87,70.8122,Irrigation,Jamvali,S.Kundala,Rajkot,17.0,Earthen,650.0,12.0,0.0,4,Vertisols,Luvisols,"Mahi, River",237.2957,0.0,1034.7,1073.5,846.9,702.4,936.4,918.78,21.01,82.5,91.5,77.5,69.0,68.0,56.5,73.0,95.5,90.0,110.0,87.0,81.0
Machhundri Dam,20.9413,70.9622,Irrigation,Machhundri,Una,Junagadh,67.0,Earthen,2077.0,22.3,2.7027,3,Vertisols,Cambisols,"Tapi, River",196.8282,0.0001,1223.6,1260.8,845.8,896.3,1331.7,1111.64,15.63,102.5,91.0,74.5,94.0,98.0,80.5,32.5,115.5,124.0,91.0,93.0,73.0
Madhavipur Dam,22.0355,71.2016,,,Jasdan,Rajkot,198.0,,,,0.0,3,Vertisols,Cambisols,"Tapi, River",189.7983,0.0001,962.5,950.2,671.3,623.7,1453.7,932.28,16.01,99.5,69.0,72.0,58.5,77.0,57.5,98.0,112.0,46.0,76.0,79.0,83.0
Madhuvanti Dam,21.2591,70.4902,Irrigation,Madhuvanti,Mendarda Mahal,Junagadh,133.0,Earthen,1219.32,30.48,0.0,3,Unknown,Unknown,"Tapi, River",242.5617,0.0001,1502.6,1165.8,933.2,989.2,1416.4,1201.44,17.3,105.5,62.0,55.5,77.5,109.5,66.0,45.5,51.5,73.5,111.0,106.0,94.0
Malan Dam,21.2213,71.6261,Irrigation,Malan,Mahuva,Bhavnagar,101.0,Earthen,1441.0,22.56,0.0,3,Vertisols,Cambisols,"Tapi, River",124.896,0.0001,1055.9,1326.6,854.4,911.1,1313.7,1092.34,15.48,45.5,75.5,52.0,68.0,61.0,55.0,69.0,62.0,87.0,73.0,76.0,69.0
Malapara Dam,21.8536,71.5452,Irrigation,,Gadhada,Bhavnagar,80.0,Earthen,2742.0,11.3,0.9009,3,Vertisols,Cambisols,"Tapi, River",149.0427,0.0001,1087.8,999.6,691.6,643.0,1345.6,953.52,16.89,61.0,77.5,71.5,78.5,85.5,69.5,63.5,94.0,45.0,85.5,103.0,88.0
